 # Re 	 CD 
 15.05 	 0.99992 
 15.06 	 0.999921 
 15.07 	 0.999921 
 15.08 	 0.999921 
 15.09 	 0.999922 
 15.1 	 0.999922 
 15.11 	 0.999922 
 15.12 	 0.999923 
 15.13 	 0.999923 
 15.14 	 0.999923 
 15.15 	 0.999923 
 15.16 	 0.999924 
 15.17 	 0.999924 
 15.18 	 0.999924 
 15.19 	 0.999924 
 15.2 	 0.999925 
 15.21 	 0.999925 
 15.22 	 0.999925 
 15.23 	 0.999926 
 15.24 	 0.999926 
 15.25 	 0.999926 
 15.26 	 0.999926 
 15.27 	 0.999927 
 15.28 	 0.999927 
 15.29 	 0.999927 
 15.3 	 0.999927 
 15.31 	 0.999928 
 15.32 	 0.999928 
 15.33 	 0.999928 
 15.34 	 0.999929 
 15.35 	 0.999929 
 15.36 	 0.999929 
 15.37 	 0.999929 
 15.38 	 0.99993 
 15.39 	 0.99993 
 15.4 	 0.99993 
 15.41 	 0.99993 
 15.42 	 0.999931 
 15.43 	 0.999931 
 15.44 	 0.999931 
 15.45 	 0.999931 
 15.46 	 0.999932 
 15.47 	 0.999932 
 15.48 	 0.999932 
 15.49 	 0.999932 
 15.5 	 0.999933 
 15.51 	 0.999933 
 15.52 	 0.999933 
 15.53 	 0.999933 
 15.54 	 0.999934 
 15.55 	 0.999934 
 15.56 	 0.999934 
 15.57 	 0.999934 
 15.58 	 0.999934 
 15.59 	 0.999935 
 15.6 	 0.999935 
 15.61 	 0.999935 
 15.62 	 0.999935 
 15.63 	 0.999936 
 15.64 	 0.999936 
 15.65 	 0.999936 
 15.66 	 0.999936 
 15.67 	 0.999937 
 15.68 	 0.999937 
 15.69 	 0.999937 
 15.7 	 0.999937 
 15.71 	 0.999937 
 15.72 	 0.999938 
 15.73 	 0.999938 
 15.74 	 0.999938 
 15.75 	 0.999938 
 15.76 	 0.999939 
 15.77 	 0.999939 
 15.78 	 0.999939 
 15.79 	 0.999939 
 15.8 	 0.999939 
 15.81 	 0.99994 
 15.82 	 0.99994 
 15.83 	 0.99994 
 15.84 	 0.99994 
 15.85 	 0.999941 
 15.86 	 0.999941 
 15.87 	 0.999941 
 15.88 	 0.999941 
 15.89 	 0.999941 
 15.9 	 0.999942 
 15.91 	 0.999942 
 15.92 	 0.999942 
 15.93 	 0.999942 
 15.94 	 0.999942 
 15.95 	 0.999943 
 15.96 	 0.999943 
 15.97 	 0.999943 
 15.98 	 0.999943 
 15.99 	 0.999943 
 16 	 0.999944 
 16.01 	 0.999944 
 16.02 	 0.999944 
 16.03 	 0.999944 
 16.04 	 0.999944 
 16.05 	 0.999945 
 16.06 	 0.999945 
 16.07 	 0.999945 
 16.08 	 0.999945 
 16.09 	 0.999945 
 16.1 	 0.999946 
 16.11 	 0.999946 
 16.12 	 0.999946 
 16.13 	 0.999946 
 16.14 	 0.999946 
 16.15 	 0.999946 
 16.16 	 0.999947 
 16.17 	 0.999947 
 16.18 	 0.999947 
 16.19 	 0.999947 
 16.2 	 0.999947 
 16.21 	 0.999948 
 16.22 	 0.999948 
 16.23 	 0.999948 
 16.24 	 0.999948 
 16.25 	 0.999948 
 16.26 	 0.999948 
 16.27 	 0.999949 
 16.28 	 0.999949 
 16.29 	 0.999949 
 16.3 	 0.999949 
 16.31 	 0.999949 
 16.32 	 0.99995 
 16.33 	 0.99995 
 16.34 	 0.99995 
 16.35 	 0.99995 
 16.36 	 0.99995 
 16.37 	 0.99995 
 16.38 	 0.999951 
 16.39 	 0.999951 
 16.4 	 0.999951 
 16.41 	 0.999951 
 16.42 	 0.999951 
 16.43 	 0.999951 
 16.44 	 0.999952 
 16.45 	 0.999952 
 16.46 	 0.999952 
 16.47 	 0.999952 
 16.48 	 0.999952 
 16.49 	 0.999952 
 16.5 	 0.999953 
 16.51 	 0.999953 
 16.52 	 0.999953 
 16.53 	 0.999953 
 16.54 	 0.999953 
 16.55 	 0.999953 
 16.56 	 0.999953 
 16.57 	 0.999954 
 16.58 	 0.999954 
 16.59 	 0.999954 
 16.6 	 0.999954 
 16.61 	 0.999954 
 16.62 	 0.999954 
 16.63 	 0.999955 
 16.64 	 0.999955 
 16.65 	 0.999955 
 16.66 	 0.999955 
 16.67 	 0.999955 
 16.68 	 0.999955 
 16.69 	 0.999955 
 16.7 	 0.999956 
 16.71 	 0.999956 
 16.72 	 0.999956 
 16.73 	 0.999956 
 16.74 	 0.999956 
 16.75 	 0.999956 
 16.76 	 0.999956 
 16.77 	 0.999957 
 16.78 	 0.999957 
 16.79 	 0.999957 
 16.8 	 0.999957 
 16.81 	 0.999957 
 16.82 	 0.999957 
 16.83 	 0.999957 
 16.84 	 0.999958 
 16.85 	 0.999958 
 16.86 	 0.999958 
 16.87 	 0.999958 
 16.88 	 0.999958 
 16.89 	 0.999958 
 16.9 	 0.999958 
 16.91 	 0.999959 
 16.92 	 0.999959 
 16.93 	 0.999959 
 16.94 	 0.999959 
 16.95 	 0.999959 
 16.96 	 0.999959 
 16.97 	 0.999959 
 16.98 	 0.99996 
 16.99 	 0.99996 
 17 	 0.99996 
 17.01 	 0.99996 
 17.02 	 0.99996 
 17.03 	 0.99996 
 17.04 	 0.99996 
 17.05 	 0.99996 
 17.06 	 0.999961 
 17.07 	 0.999961 
 17.08 	 0.999961 
 17.09 	 0.999961 
 17.1 	 0.999961 
 17.11 	 0.999961 
 17.12 	 0.999961 
 17.13 	 0.999961 
 17.14 	 0.999962 
 17.15 	 0.999962 
 17.16 	 0.999962 
 17.17 	 0.999962 
 17.18 	 0.999962 
 17.19 	 0.999962 
 17.2 	 0.999962 
 17.21 	 0.999962 
 17.22 	 0.999963 
 17.23 	 0.999963 
 17.24 	 0.999963 
 17.25 	 0.999963 
 17.26 	 0.999963 
 17.27 	 0.999963 
 17.28 	 0.999963 
 17.29 	 0.999963 
 17.3 	 0.999964 
 17.31 	 0.999964 
 17.32 	 0.999964 
 17.33 	 0.999964 
 17.34 	 0.999964 
 17.35 	 0.999964 
 17.36 	 0.999964 
 17.37 	 0.999964 
 17.38 	 0.999965 
 17.39 	 0.999965 
 17.4 	 0.999965 
 17.41 	 0.999965 
 17.42 	 0.999965 
 17.43 	 0.999965 
 17.44 	 0.999965 
 17.45 	 0.999965 
 17.46 	 0.999965 
 17.47 	 0.999966 
 17.48 	 0.999966 
 17.49 	 0.999966 
 17.5 	 0.999966 
 17.51 	 0.999966 
 17.52 	 0.999966 
 17.53 	 0.999966 
 17.54 	 0.999966 
 17.55 	 0.999966 
 17.56 	 0.999967 
 17.57 	 0.999967 
 17.58 	 0.999967 
 17.59 	 0.999967 
 17.6 	 0.999967 
 17.61 	 0.999967 
 17.62 	 0.999967 
 17.63 	 0.999967 
 17.64 	 0.999967 
 17.65 	 0.999968 
 17.66 	 0.999968 
 17.67 	 0.999968 
 17.68 	 0.999968 
 17.69 	 0.999968 
 17.7 	 0.999968 
 17.71 	 0.999968 
 17.72 	 0.999968 
 17.73 	 0.999968 
 17.74 	 0.999968 
 17.75 	 0.999969 
 17.76 	 0.999969 
 17.77 	 0.999969 
 17.78 	 0.999969 
 17.79 	 0.999969 
 17.8 	 0.999969 
 17.81 	 0.999969 
 17.82 	 0.999969 
 17.83 	 0.999969 
 17.84 	 0.99997 
 17.85 	 0.99997 
 17.86 	 0.99997 
 17.87 	 0.99997 
 17.88 	 0.99997 
 17.89 	 0.99997 
 17.9 	 0.99997 
 17.91 	 0.99997 
 17.92 	 0.99997 
 17.93 	 0.99997 
 17.94 	 0.999971 
 17.95 	 0.999971 
 17.96 	 0.999971 
 17.97 	 0.999971 
 17.98 	 0.999971 
 17.99 	 0.999971 
 18 	 0.999971 
 18.01 	 0.999971 
 18.02 	 0.999971 
 18.03 	 0.999972 
 18.04 	 0.999972 
 18.05 	 0.999972 
 18.06 	 0.999972 
 18.07 	 0.999972 
 18.08 	 0.999972 
 18.09 	 0.999972 
 18.1 	 0.999972 
 18.11 	 0.999972 
 18.12 	 0.999972 
 18.13 	 0.999973 
 18.14 	 0.999973 
 18.15 	 0.999973 
 18.16 	 0.999973 
 18.17 	 0.999973 
 18.18 	 0.999973 
 18.19 	 0.999973 
 18.2 	 0.999973 
 18.21 	 0.999973 
 18.22 	 0.999973 
 18.23 	 0.999974 
 18.24 	 0.999974 
 18.25 	 0.999974 
 18.26 	 0.999974 
 18.27 	 0.999974 
 18.28 	 0.999974 
 18.29 	 0.999974 
 18.3 	 0.999974 
 18.31 	 0.999974 
 18.32 	 0.999974 
 18.33 	 0.999975 
 18.34 	 0.999975 
 18.35 	 0.999975 
 18.36 	 0.999975 
 18.37 	 0.999975 
 18.38 	 0.999975 
 18.39 	 0.999975 
 18.4 	 0.999975 
 18.41 	 0.999975 
 18.42 	 0.999975 
 18.43 	 0.999976 
 18.44 	 0.999976 
 18.45 	 0.999976 
 18.46 	 0.999976 
 18.47 	 0.999976 
 18.48 	 0.999976 
 18.49 	 0.999976 
 18.5 	 0.999976 
 18.51 	 0.999976 
 18.52 	 0.999976 
 18.53 	 0.999977 
 18.54 	 0.999977 
 18.55 	 0.999977 
 18.56 	 0.999977 
 18.57 	 0.999977 
 18.58 	 0.999977 
 18.59 	 0.999977 
 18.6 	 0.999977 
 18.61 	 0.999977 
 18.62 	 0.999977 
 18.63 	 0.999978 
 18.64 	 0.999978 
 18.65 	 0.999978 
 18.66 	 0.999978 
 18.67 	 0.999978 
 18.68 	 0.999978 
